Tanggal,Cabang,Nama Produk,Harga per Produk,Jumlah Terjual,is_weekday
2024-10-11,Cafe Mall Kokas,Cappuccino,22000,69,True
2024-10-16,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,95,True
2024-10-12,Cafe Perumahan Tebet,Cafe Latte,23000,86,False
2024-10-12,Cafe Mall Kokas,Milk Tea,21000,77,False
2024-09-06,Cafe Kantor SCBD,Milk Tea,21000,120,True
2024-08-31,Cafe Perumahan Cijantung,Milk Tea,21000,192,False
2024-10-01,Cafe Perumahan Cijantung,Milk Tea,21000,27,True
2024-09-22,Cafe Kantor SCBD,Cafe Latte,23000,66,False
2024-09-28,Cafe Mall Kokas,Cappuccino,22000,15,False
2024-10-03,Cafe Kantor SCBD,Cafe Latte,23000,219,True
2024-10-01,Cafe Perumahan Cijantung,Milk Tea,21000,75,True
2024-10-10,Cafe Perumahan Cijantung,Milk Tea,21000,85,True
2024-10-14,Cafe Mall Kokas,Americano,20000,48,True
2024-08-29,Cafe Perumahan Cijantung,Cappuccino,22000,78,True
2024-09-08,Cafe Mall Kokas,Cappuccino,22000,55,False
2024-10-06,Cafe Perumahan Cijantung,Cappuccino,22000,32,False
2024-09-08,Cafe Kantor SCBD,Americano,20000,90,False
2024-09-09,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,288,True
2024-09-28,Cafe Mall Kokas,Americano,20000,73,False
2024-09-12,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,207,True
2024-09-05,Cafe Mall Kokas,Americano,20000,231,True
2024-10-13,Cafe Perumahan Tebet,Cafe Latte,23000,62,False
2024-10-11,Cafe Mall Kokas,Americano,20000,114,True
2024-10-04,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,35,True
2024-10-05,Cafe Kantor SCBD,Americano,20000,75,False
2024-09-01,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,128,False
2024-09-25,Cafe Perumahan Tebet,Cafe Latte,23000,92,True
2024-09-11,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,10,True
2024-09-15,Cafe Kantor SCBD,Americano,20000,47,False
2024-10-21,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,34,True
2024-10-19,Cafe Mall Kokas,Americano,20000,37,False
2024-09-25,Cafe Perumahan Cijantung,Cappuccino,22000,38,True
2024-09-09,Cafe Perumahan Cijantung,Cappuccino,22000,47,True
2024-09-28,Cafe Perumahan Tebet,Cappuccino,22000,150,False
2024-10-24,Cafe Kantor SCBD,Milk Tea,21000,51,True
2024-09-07,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,52,False
2024-09-03,Cafe Kantor SCBD,Americano,20000,96,True
2024-09-08,Cafe Perumahan Cijantung,Americano,20000,174,False
2024-09-06,Cafe Mall Kokas,Americano,20000,147,True
2024-10-06,Cafe Mall Kokas,Cappuccino,22000,11,False
2024-09-03,Cafe Perumahan Tebet,Cappuccino,22000,18,True
2024-09-16,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,22,True
2024-10-15,Cafe Perumahan Tebet,Milk Tea,21000,81,True
2024-10-22,Cafe Kantor SCBD,Cafe Latte,23000,159,True
2024-09-21,Cafe Perumahan Cijantung,Cappuccino,22000,48,False
2024-10-08,Cafe Perumahan Cijantung,Cappuccino,22000,47,True
2024-09-24,Cafe Kantor SCBD,Americano,20000,108,True
2024-10-16,Cafe Perumahan Cijantung,Americano,20000,30,True
2024-10-21,Cafe Perumahan Tebet,Americano,20000,92,True
2024-10-04,Cafe Perumahan Tebet,Cappuccino,22000,84,True
2024-09-08,Cafe Mall Kokas,Milk Tea,21000,63,False
2024-09-18,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,132,True
2024-10-02,Cafe Perumahan Tebet,Milk Tea,21000,67,True
2024-09-21,Cafe Perumahan Cijantung,Milk Tea,21000,148,False
2024-10-23,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,73,True
2024-09-01,Cafe Mall Kokas,Cappuccino,22000,35,False
2024-09-30,Cafe Kantor SCBD,Americano,20000,114,True
2024-10-10,Cafe Perumahan Cijantung,Cafe Latte,23000,51,True
2024-09-26,Cafe Perumahan Cijantung,Americano,20000,12,True
2024-10-05,Cafe Kantor SCBD,Cappuccino,22000,61,False
2024-09-05,Cafe Kantor SCBD,Cafe Latte,23000,276,True
2024-08-28,Cafe Mall Kokas,Milk Tea,21000,252,True
2024-10-04,Cafe Kantor SCBD,Cappuccino,22000,219,True
2024-10-03,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,30,True
2024-09-16,Cafe Perumahan Cijantung,Milk Tea,21000,100,True
2024-09-21,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,55,False
2024-10-22,Cafe Mall Kokas,Cafe Latte,23000,168,True
2024-09-23,Cafe Kantor SCBD,Cappuccino,22000,108,True
2024-10-04,Cafe Perumahan Cijantung,Americano,20000,50,True
2024-08-29,Cafe Perumahan Tebet,Americano,20000,96,True
2024-10-18,Cafe Perumahan Tebet,Cafe Latte,23000,63,True
2024-09-27,Cafe Perumahan Cijantung,Americano,20000,100,True
2024-10-19,Cafe Kantor SCBD,Cafe Latte,23000,20,False
2024-09-05,Cafe Perumahan Cijantung,Americano,20000,49,True
2024-10-20,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,148,False
2024-10-09,Cafe Perumahan Cijantung,Cappuccino,22000,70,True
2024-10-10,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,150,True
2024-10-22,Cafe Perumahan Tebet,Cafe Latte,23000,28,True
2024-09-09,Cafe Mall Kokas,Cafe Latte,23000,51,True
2024-09-04,Cafe Perumahan Cijantung,Milk Tea,21000,31,True
2024-09-20,Cafe Kantor SCBD,Cafe Latte,23000,228,True
2024-09-03,Cafe Mall Kokas,Cafe Latte,23000,135,True
2024-10-02,Cafe Kantor SCBD,Cafe Latte,23000,276,True
2024-10-18,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,63,True
2024-09-08,Cafe Kantor SCBD,Americano,20000,99,False
2024-09-05,Cafe Perumahan Cijantung,Americano,20000,57,True
2024-10-12,Cafe Mall Kokas,Cafe Latte,23000,92,False
2024-10-05,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,122,False
2024-09-11,Cafe Kantor SCBD,Cafe Latte,23000,135,True
2024-09-15,Cafe Perumahan Tebet,Milk Tea,21000,66,False
2024-10-14,Cafe Kantor SCBD,Americano,20000,171,True
2024-09-30,Cafe Perumahan Tebet,Milk Tea,21000,88,True
2024-10-01,Cafe Kantor SCBD,Cafe Latte,23000,288,True
2024-09-29,Cafe Perumahan Cijantung,Milk Tea,21000,174,False
2024-10-03,Cafe Mall Kokas,Americano,20000,108,True
2024-09-23,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,45,True
2024-09-04,Cafe Kantor SCBD,Milk Tea,21000,78,True
2024-10-24,Cafe Perumahan Tebet,Milk Tea,21000,89,True
2024-10-21,Cafe Mall Kokas,Milk Tea,21000,294,True
2024-09-29,Cafe Mall Kokas,Americano,20000,60,False
2024-10-04,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,69,True
2024-09-11,Cafe Kantor SCBD,Cafe Latte,23000,69,True
2024-09-09,Cafe Mall Kokas,Cafe Latte,23000,249,True
2024-10-19,Cafe Perumahan Cijantung,Cappuccino,22000,86,False
2024-08-31,Cafe Mall Kokas,Americano,20000,13,False
2024-10-08,Cafe Perumahan Cijantung,Americano,20000,23,True
2024-10-23,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,30,True
2024-10-18,Cafe Mall Kokas,Milk Tea,21000,42,True
2024-09-06,Cafe Mall Kokas,Cappuccino,22000,84,True
2024-09-13,Cafe Perumahan Tebet,Milk Tea,21000,38,True
2024-09-28,Cafe Kantor SCBD,Americano,20000,23,False
2024-09-25,Cafe Kantor SCBD,Cappuccino,22000,141,True
2024-09-27,Cafe Perumahan Tebet,Cappuccino,22000,52,True
2024-10-20,Cafe Kantor SCBD,Milk Tea,21000,48,False
2024-09-11,Cafe Perumahan Cijantung,Americano,20000,21,True
2024-10-05,Cafe Perumahan Cijantung,Americano,20000,38,False
2024-10-14,Cafe Perumahan Tebet,Milk Tea,21000,79,True
2024-09-13,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,86,True
2024-09-03,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,204,True
2024-09-14,Cafe Perumahan Cijantung,Cafe Latte,23000,192,False
2024-09-07,Cafe Kantor SCBD,Americano,20000,35,False
2024-10-02,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,297,True
2024-09-03,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,243,True
2024-10-07,Cafe Perumahan Cijantung,Americano,20000,26,True
2024-10-15,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,192,True
2024-09-06,Cafe Perumahan Cijantung,Milk Tea,21000,29,True
2024-09-11,Cafe Perumahan Cijantung,Milk Tea,21000,96,True
2024-08-31,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,66,False
2024-09-01,Cafe Kantor SCBD,Milk Tea,21000,42,False
2024-10-18,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,111,True
2024-09-06,Cafe Perumahan Tebet,Milk Tea,21000,10,True
2024-09-28,Cafe Kantor SCBD,Americano,20000,91,False
2024-09-06,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,84,True
2024-09-09,Cafe Perumahan Cijantung,Cappuccino,22000,67,True
2024-09-28,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,38,False
2024-10-02,Cafe Perumahan Cijantung,Cappuccino,22000,90,True
2024-09-19,Cafe Mall Kokas,Cafe Latte,23000,81,True
2024-10-24,Cafe Perumahan Cijantung,Cafe Latte,23000,68,True
2024-09-22,Cafe Perumahan Tebet,Cappuccino,22000,182,False
2024-09-25,Cafe Perumahan Cijantung,Cafe Latte,23000,12,True
2024-10-08,Cafe Perumahan Tebet,Milk Tea,21000,92,True
2024-09-15,Cafe Perumahan Tebet,Milk Tea,21000,72,False
2024-10-05,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,130,False
2024-10-14,Cafe Perumahan Tebet,Cafe Latte,23000,92,True
2024-10-21,Cafe Kantor SCBD,Americano,20000,168,True
2024-10-19,Cafe Kantor SCBD,Americano,20000,61,False
2024-09-28,Cafe Mall Kokas,Americano,20000,40,False
2024-10-11,Cafe Perumahan Cijantung,Cappuccino,22000,69,True
2024-09-14,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,27,False
2024-10-07,Cafe Perumahan Tebet,Americano,20000,54,True
2024-10-25,Cafe Perumahan Cijantung,Americano,20000,77,True
2024-10-15,Cafe Perumahan Cijantung,Milk Tea,21000,98,True
2024-10-06,Cafe Perumahan Tebet,Americano,20000,196,False
2024-09-26,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,48,True
2024-10-06,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,80,False
2024-10-25,Cafe Mall Kokas,Americano,20000,33,True
2024-10-12,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,44,False
2024-08-29,Cafe Mall Kokas,Cafe Latte,23000,114,True
2024-09-07,Cafe Mall Kokas,Cafe Latte,23000,29,False
2024-09-21,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,150,False
2024-08-28,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,201,True
2024-09-16,Cafe Kantor SCBD,Americano,20000,246,True
2024-10-11,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,45,True
2024-09-27,Cafe Kantor SCBD,Americano,20000,225,True
2024-10-23,Cafe Mall Kokas,Milk Tea,21000,225,True
2024-09-12,Cafe Kantor SCBD,Cafe Latte,23000,156,True
2024-08-27,Cafe Mall Kokas,Cafe Latte,23000,69,True
2024-09-12,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,59,True
2024-08-28,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,186,True
2024-10-12,Cafe Mall Kokas,Cafe Latte,23000,40,False
2024-10-02,Cafe Mall Kokas,Cappuccino,22000,48,True
2024-10-25,Cafe Mall Kokas,Milk Tea,21000,219,True
2024-10-25,Cafe Perumahan Tebet,Cafe Latte,23000,35,True
2024-10-04,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,40,True
2024-09-15,Cafe Kantor SCBD,Cappuccino,22000,85,False
2024-09-08,Cafe Kantor SCBD,Milk Tea,21000,95,False
2024-10-04,Cafe Perumahan Tebet,Americano,20000,67,True
2024-10-18,Cafe Perumahan Cijantung,Cafe Latte,23000,21,True
2024-10-06,Cafe Perumahan Tebet,Cappuccino,22000,90,False
2024-09-22,Cafe Perumahan Cijantung,Cafe Latte,23000,146,False
2024-08-31,Cafe Kantor SCBD,Cappuccino,22000,27,False
2024-10-15,Cafe Mall Kokas,Milk Tea,21000,84,True
2024-10-11,Cafe Mall Kokas,Cappuccino,22000,267,True
2024-10-08,Cafe Perumahan Cijantung,Cafe Latte,23000,85,True
2024-10-12,Cafe Mall Kokas,Milk Tea,21000,85,False
2024-09-30,Cafe Kantor SCBD,Cafe Latte,23000,33,True
2024-09-15,Cafe Perumahan Tebet,Cappuccino,22000,144,False
2024-09-12,Cafe Perumahan Cijantung,Americano,20000,72,True
2024-08-31,Cafe Perumahan Cijantung,Americano,20000,116,False
2024-10-01,Cafe Mall Kokas,Milk Tea,21000,192,True
2024-09-19,Cafe Kantor SCBD,Milk Tea,21000,90,True
2024-10-03,Cafe Kantor SCBD,Americano,20000,255,True
2024-09-06,Cafe Perumahan Tebet,Cafe Latte,23000,39,True
2024-08-29,Cafe Perumahan Cijantung,Milk Tea,21000,89,True
2024-10-01,Cafe Perumahan Cijantung,Cafe Latte,23000,46,True
2024-09-22,Cafe Perumahan Tebet,Cafe Latte,23000,108,False
2024-09-01,Cafe Perumahan Tebet,Milk Tea,21000,124,False
2024-10-03,Cafe Perumahan Cijantung,Milk Tea,21000,32,True
2024-09-11,Cafe Mall Kokas,Milk Tea,21000,288,True
2024-10-15,Cafe Perumahan Cijantung,Milk Tea,21000,19,True
2024-10-16,Cafe Mall Kokas,Americano,20000,114,True
2024-09-04,Cafe Perumahan Cijantung,Milk Tea,21000,38,True
2024-10-25,Cafe Perumahan Cijantung,Americano,20000,54,True
2024-10-17,Cafe Kantor SCBD,Milk Tea,21000,66,True
2024-10-10,Cafe Kantor SCBD,Americano,20000,165,True
2024-10-08,Cafe Perumahan Cijantung,Americano,20000,31,True
2024-09-23,Cafe Perumahan Tebet,Cappuccino,22000,86,True
2024-10-20,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,60,False
2024-10-23,Cafe Kantor SCBD,Americano,20000,159,True
2024-09-14,Cafe Kantor SCBD,Americano,20000,40,False
2024-10-12,Cafe Kantor SCBD,Cafe Latte,23000,31,False
2024-08-28,Cafe Mall Kokas,Cappuccino,22000,264,True
2024-09-24,Cafe Kantor SCBD,Cafe Latte,23000,267,True
2024-10-10,Cafe Perumahan Cijantung,Cappuccino,22000,69,True
2024-10-11,Cafe Mall Kokas,Americano,20000,225,True
2024-08-28,Cafe Perumahan Cijantung,Cafe Latte,23000,73,True
2024-08-29,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,59,True
2024-10-08,Cafe Mall Kokas,Milk Tea,21000,147,True
2024-10-04,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,279,True
2024-10-09,Cafe Kantor SCBD,Milk Tea,21000,78,True
2024-09-16,Cafe Perumahan Cijantung,Americano,20000,90,True
2024-10-04,Cafe Mall Kokas,Cafe Latte,23000,180,True
2024-10-04,Cafe Perumahan Tebet,Milk Tea,21000,41,True
2024-10-22,Cafe Mall Kokas,Americano,20000,63,True
2024-09-29,Cafe Mall Kokas,Cappuccino,22000,90,False
2024-10-22,Cafe Kantor SCBD,Cafe Latte,23000,234,True
2024-10-10,Cafe Mall Kokas,Americano,20000,156,True
2024-09-13,Cafe Perumahan Tebet,Cappuccino,22000,53,True
2024-10-04,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,204,True
2024-09-24,Cafe Kantor SCBD,Milk Tea,21000,180,True
2024-10-06,Cafe Perumahan Cijantung,Milk Tea,21000,160,False
2024-10-20,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,39,False
2024-09-18,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,63,True
2024-09-12,Cafe Perumahan Cijantung,Americano,20000,93,True
2024-10-03,Cafe Kantor SCBD,Americano,20000,45,True
2024-09-09,Cafe Perumahan Tebet,Americano,20000,79,True
2024-10-25,Cafe Perumahan Tebet,Americano,20000,55,True
2024-10-17,Cafe Kantor SCBD,Milk Tea,21000,255,True
2024-10-05,Cafe Kantor SCBD,Cafe Latte,23000,70,False
2024-10-20,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,174,False
2024-08-28,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,243,True
2024-09-16,Cafe Kantor SCBD,Americano,20000,141,True
2024-10-11,Cafe Mall Kokas,Milk Tea,21000,252,True
2024-09-07,Cafe Kantor SCBD,Americano,20000,62,False
2024-10-24,Cafe Kantor SCBD,Americano,20000,258,True
2024-09-01,Cafe Perumahan Tebet,Milk Tea,21000,80,False
2024-10-01,Cafe Perumahan Cijantung,Americano,20000,10,True
2024-10-16,Cafe Kantor SCBD,Cafe Latte,23000,123,True
2024-10-23,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,48,True
2024-10-22,Cafe Mall Kokas,Milk Tea,21000,123,True
2024-09-03,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,18,True
2024-09-25,Cafe Perumahan Cijantung,Cappuccino,22000,42,True
2024-09-01,Cafe Kantor SCBD,Cappuccino,22000,31,False
2024-09-11,Cafe Perumahan Tebet,Americano,20000,14,True
2024-09-25,Cafe Perumahan Tebet,Americano,20000,80,True
2024-09-24,Cafe Perumahan Cijantung,Cappuccino,22000,40,True
2024-10-25,Cafe Mall Kokas,Cafe Latte,23000,39,True
2024-10-18,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,276,True
2024-09-08,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,43,False
2024-10-12,Cafe Perumahan Tebet,Americano,20000,114,False
2024-10-04,Cafe Kantor SCBD,Cafe Latte,23000,96,True
2024-09-24,Cafe Mall Kokas,Cafe Latte,23000,228,True
2024-09-11,Cafe Mall Kokas,Cafe Latte,23000,210,True
2024-08-29,Cafe Perumahan Cijantung,Americano,20000,86,True
2024-10-06,Cafe Perumahan Cijantung,Cappuccino,22000,120,False
2024-09-11,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,276,True
2024-09-21,Cafe Mall Kokas,Milk Tea,21000,32,False
2024-10-02,Cafe Perumahan Cijantung,Cappuccino,22000,98,True
2024-09-16,Cafe Mall Kokas,Cappuccino,22000,144,True
2024-10-21,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,70,True
2024-09-19,Cafe Kantor SCBD,Milk Tea,21000,189,True
2024-09-21,Cafe Perumahan Cijantung,Cappuccino,22000,90,False
2024-10-20,Cafe Perumahan Tebet,Milk Tea,21000,188,False
2024-09-06,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,56,True
2024-10-03,Cafe Mall Kokas,Milk Tea,21000,267,True
2024-10-24,Cafe Perumahan Tebet,Americano,20000,65,True
2024-08-30,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,11,True
2024-09-02,Cafe Perumahan Tebet,Cappuccino,22000,10,True
2024-10-15,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,91,True
2024-09-30,Cafe Perumahan Cijantung,Milk Tea,21000,10,True
2024-10-02,Cafe Mall Kokas,Cappuccino,22000,120,True
2024-09-24,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,81,True
2024-09-25,Cafe Perumahan Tebet,Cafe Latte,23000,22,True
2024-10-24,Cafe Perumahan Tebet,Milk Tea,21000,26,True
2024-09-10,Cafe Mall Kokas,Cappuccino,22000,273,True
2024-10-20,Cafe Perumahan Tebet,Cappuccino,22000,30,False
2024-09-28,Cafe Kantor SCBD,Cafe Latte,23000,33,False
2024-09-01,Cafe Perumahan Cijantung,Cappuccino,22000,24,False
2024-10-08,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,153,True
2024-10-03,Cafe Perumahan Cijantung,Cafe Latte,23000,37,True
2024-10-22,Cafe Perumahan Tebet,Cappuccino,22000,95,True
2024-10-21,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,25,True
2024-09-20,Cafe Kantor SCBD,Milk Tea,21000,120,True
2024-09-21,Cafe Mall Kokas,Americano,20000,63,False
2024-09-20,Cafe Perumahan Tebet,Cappuccino,22000,29,True
2024-10-16,Cafe Perumahan Tebet,Americano,20000,76,True
2024-09-07,Cafe Kantor SCBD,Milk Tea,21000,31,False
2024-10-15,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,108,True
2024-10-22,Cafe Perumahan Tebet,Cappuccino,22000,65,True
2024-09-11,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,261,True
2024-09-24,Cafe Mall Kokas,Milk Tea,21000,168,True
2024-10-20,Cafe Perumahan Cijantung,Cappuccino,22000,142,False
2024-09-03,Cafe Perumahan Cijantung,Cafe Latte,23000,56,True
2024-10-08,Cafe Perumahan Cijantung,Milk Tea,21000,85,True
2024-10-10,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,44,True
2024-09-06,Cafe Perumahan Cijantung,Americano,20000,99,True
2024-10-11,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,165,True
2024-10-12,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,39,False
2024-08-30,Cafe Mall Kokas,Cafe Latte,23000,198,True
2024-09-30,Cafe Kantor SCBD,Cafe Latte,23000,186,True
2024-10-19,Cafe Perumahan Cijantung,Cappuccino,22000,56,False
2024-08-31,Cafe Perumahan Cijantung,Cappuccino,22000,132,False
2024-10-07,Cafe Perumahan Tebet,Milk Tea,21000,89,True
2024-10-24,Cafe Kantor SCBD,Cafe Latte,23000,237,True
2024-10-12,Cafe Perumahan Tebet,Americano,20000,42,False
2024-10-25,Cafe Mall Kokas,Milk Tea,21000,90,True
2024-09-05,Cafe Kantor SCBD,Milk Tea,21000,105,True
2024-09-18,Cafe Kantor SCBD,Milk Tea,21000,36,True
2024-09-16,Cafe Perumahan Tebet,Cappuccino,22000,19,True
2024-10-04,Cafe Mall Kokas,Cafe Latte,23000,243,True
2024-09-24,Cafe Kantor SCBD,Cappuccino,22000,114,True
2024-10-12,Cafe Perumahan Cijantung,Americano,20000,138,False
2024-10-06,Cafe Perumahan Tebet,Americano,20000,106,False
2024-10-19,Cafe Perumahan Tebet,Americano,20000,192,False
2024-09-29,Cafe Perumahan Tebet,Cappuccino,22000,44,False
2024-08-27,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,279,True
2024-08-28,Cafe Perumahan Cijantung,Milk Tea,21000,81,True
2024-08-30,Cafe Perumahan Tebet,Cafe Latte,23000,73,True
2024-09-22,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,196,False
2024-10-09,Cafe Perumahan Tebet,Cafe Latte,23000,51,True
2024-10-11,Cafe Kantor SCBD,Cappuccino,22000,84,True
2024-10-09,Cafe Perumahan Tebet,Cappuccino,22000,72,True
2024-10-11,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,59,True
2024-10-21,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,100,True
2024-10-02,Cafe Kantor SCBD,Cafe Latte,23000,69,True
2024-10-25,Cafe Perumahan Cijantung,Americano,20000,95,True
2024-10-18,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,159,True
2024-10-18,Cafe Perumahan Tebet,Cappuccino,22000,82,True
2024-09-08,Cafe Mall Kokas,Cafe Latte,23000,23,False
2024-09-02,Cafe Perumahan Tebet,Cafe Latte,23000,49,True
2024-10-25,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,79,True
2024-10-20,Cafe Kantor SCBD,Americano,20000,96,False
2024-09-26,Cafe Perumahan Tebet,Cappuccino,22000,82,True
2024-09-19,Cafe Perumahan Cijantung,Cappuccino,22000,72,True
2024-09-05,Cafe Perumahan Cijantung,Cappuccino,22000,86,True
2024-10-11,Cafe Perumahan Tebet,Cafe Latte,23000,95,True
2024-09-07,Cafe Perumahan Cijantung,Cafe Latte,23000,194,False
2024-10-17,Cafe Perumahan Tebet,Cappuccino,22000,43,True
2024-10-17,Cafe Perumahan Cijantung,Cafe Latte,23000,35,True
2024-10-05,Cafe Kantor SCBD,Americano,20000,55,False
2024-09-18,Cafe Perumahan Tebet,Cafe Latte,23000,68,True
2024-09-24,Cafe Perumahan Tebet,Milk Tea,21000,46,True
2024-10-08,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,33,True
2024-09-05,Cafe Perumahan Tebet,Americano,20000,33,True
2024-08-27,Cafe Mall Kokas,Cafe Latte,23000,135,True
2024-08-27,Cafe Perumahan Tebet,Cafe Latte,23000,25,True
2024-09-06,Cafe Perumahan Tebet,Americano,20000,71,True
2024-10-18,Cafe Kantor SCBD,Cafe Latte,23000,54,True
2024-09-08,Cafe Kantor SCBD,Cappuccino,22000,48,False
2024-09-15,Cafe Perumahan Tebet,Cafe Latte,23000,126,False
2024-10-06,Cafe Mall Kokas,Cappuccino,22000,61,False
2024-10-15,Cafe Kantor SCBD,Cappuccino,22000,81,True
2024-10-16,Cafe Perumahan Tebet,Cafe Latte,23000,45,True
2024-09-17,Cafe Perumahan Tebet,Cafe Latte,23000,56,True
2024-10-02,Cafe Perumahan Cijantung,Americano,20000,74,True
2024-09-21,Cafe Mall Kokas,Cafe Latte,23000,50,False
2024-09-08,Cafe Kantor SCBD,Milk Tea,21000,86,False
2024-10-08,Cafe Perumahan Tebet,Americano,20000,100,True
2024-09-28,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,30,False
2024-10-01,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,43,True
2024-09-21,Cafe Mall Kokas,Cappuccino,22000,92,False
2024-09-19,Cafe Mall Kokas,Americano,20000,60,True
2024-10-16,Cafe Perumahan Cijantung,Americano,20000,50,True
2024-10-12,Cafe Perumahan Tebet,Cafe Latte,23000,84,False
2024-10-01,Cafe Kantor SCBD,Cappuccino,22000,126,True
2024-09-11,Cafe Perumahan Tebet,Milk Tea,21000,74,True
2024-10-09,Cafe Kantor SCBD,Cappuccino,22000,210,True
2024-10-10,Cafe Kantor SCBD,Cappuccino,22000,282,True
2024-10-15,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,231,True
2024-10-19,Cafe Kantor SCBD,Cafe Latte,23000,85,False
2024-10-07,Cafe Perumahan Cijantung,Cappuccino,22000,28,True
2024-08-27,Cafe Perumahan Cijantung,Cappuccino,22000,26,True
2024-10-10,Cafe Perumahan Tebet,Cappuccino,22000,26,True
2024-09-16,Cafe Perumahan Tebet,Cappuccino,22000,33,True
2024-09-25,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,60,True
2024-10-02,Cafe Kantor SCBD,Cafe Latte,23000,84,True
2024-09-30,Cafe Kantor SCBD,Americano,20000,213,True
2024-08-30,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,276,True
